Teff,log_g,[M/H],F115W,F150W,F277W,F444W
500,3.5,0.3,20.379204842130246,21.520223587439897,21.16373876571147,18.419672370576798
500,4.0,-1.0,21.820253676758583,21.865836408032514,21.60907175474787,17.43499799237736
500,4.0,-0.5,21.103159519112285,21.69916950024726,21.528694481919267,17.750811393644227
500,4.0,0.0,20.640696390703134,21.570345325939005,21.320726861835627,18.11864243830008
500,4.0,0.3,20.573540669004128,21.611980221717516,21.226062079833618,18.3142916872717
500,4.5,-1.0,22.553833088474853,22.199278753559536,21.620952565524114,17.30509054061475
500,4.5,-0.5,21.77875334465435,22.080982996246505,21.650715366092008,17.50275093393022
500,4.5,0.0,21.077724727610445,21.81113331062624,21.525400475588285,17.780578599646333
500,4.5,0.3,20.886480924631577,21.707972434810312,21.380818387076282,17.99302514332462
500,5.0,-1.0,23.24141859618127,22.395080245867796,21.599953635074748,17.205492784723923
500,5.0,-0.5,22.399433949207644,22.23368743038794,21.749453612691596,17.33818923560749
500,5.0,0.0,21.5703108641973,21.95237469464658,21.691308674125395,17.51375510212273
500,5.0,0.3,21.155602112128257,21.768537927312348,21.612715461072412,17.65236971964622
500,5.5,-1.0,23.997228149256983,22.421568664186807,21.461132151450762,17.108147382387912
500,5.5,-0.5,22.92372446798175,22.24785395100485,21.7580186168853,17.22263485068065
500,5.5,0.0,21.829530924998267,21.944589843950375,21.84297285490075,17.33231856374701
500,5.5,0.3,21.32221348328546,21.765376533819726,21.83189007178254,17.435674773158386
600,2.5,-1.0,19.09620027570274,19.66295198871549,19.876746769714586,17.246415660515385
600,2.5,-0.5,18.94333217067927,19.618363701280312,19.95387185544437,17.438386681859622
600,2.5,0.0,19.101208603169255,19.581432502128735,20.04740095460504,17.550216533481034
600,2.5,0.3,19.304928125804658,19.567379541199045,20.066767515097183,17.62326318450876
600,3.0,-1.0,19.125135369591383,19.75774865213592,20.016337093816844,17.20911061357356
600,3.0,-0.5,18.887587211324618,19.71095149330565,19.961915298352565,17.490200476173364
600,3.0,0.0,18.87933080675459,19.756524419857637,19.960929236614312,17.603621008045533
600,3.0,0.3,19.02537109822557,19.813034627732268,19.950084351117304,17.629968733733204
600,3.5,-1.0,19.382348754430858,19.977821693395892,20.114540722681834,17.025414275438834
600,3.5,-0.5,19.032608425923762,19.89861991218274,19.953418576873297,17.38068824424982
600,3.5,0.0,18.932780259805988,19.94086814519431,19.85536821368884,17.573612811214428
600,3.5,0.3,18.92351654036104,19.972871981175487,19.846629155426037,17.622687988154517
600,4.0,-1.0,19.78586511179083,20.23714578409054,20.123788496416836,16.795470611585415
600,4.0,-0.5,19.315809338068956,20.122311219433474,20.029994950886465,17.11553704543
600,4.0,0.0,19.101226429903907,20.04404188200391,19.863503520013943,17.43599012475121
600,4.0,0.3,19.0906608776783,20.065993656826237,19.827188449163707,17.566778516875033
600,4.5,-1.0,20.31423362130709,20.488236404879068,20.116454198570782,16.613451573481267
600,4.5,-0.5,19.747036918543333,20.329244798037195,20.123018828944733,16.829739372122432
600,4.5,0.0,19.336545556402374,20.096559312868195,19.994810931906773,17.158609450173923
600,4.5,0.3,19.227981376132742,20.00663015078488,19.871005868429748,17.37037957531943
600,5.0,-1.0,20.924664528341147,20.602447085571146,20.100134722374673,16.49162331101155
600,5.0,-0.5,20.226656750373273,20.406076441372768,20.192211899762032,16.635252486056416
600,5.0,0.0,19.628062348844587,20.148474686772126,20.177335607142698,16.869014555626478
600,5.0,0.3,19.362314860078477,20.00254653787451,20.09205221280165,17.06225819418105
600,5.5,-1.0,20.695670335535077,20.413996959178498,20.570861065796002,16.53203146045919
600,5.5,-0.5,20.603935585587877,20.421251618180353,20.240083944235426,16.502663731904615
600,5.5,0.0,19.854570916820975,20.1637086825927,20.31720773991024,16.66147971966791
600,5.5,0.3,19.44710230154222,19.979492799088288,20.34111804705926,16.797666914295664
700,2.5,-1.0,18.07211104889104,18.65714419535438,19.005505441028,16.70495812791816
700,2.5,-0.5,18.04871805541141,18.61393725550871,19.086131710643954,16.867692622832383
